0;253;128;64;128;128;64;0;0;0;88;254;6;19;0;0;6;100;2;2;2;2;130;130;0;0;0;0;4;54;0;252;127;115;0;2;128;0;0;0;0;16;253;100;64;24;253;254;254;254;144;0;10;64;0;15;251;251;112;0;0;0
0;253;128;64;128;128;64;0;198;0;0;253;6;19;0;0;6;100;2;2;2;2;130;130;0;0;0;31;4;139;0;252;127;83;0;2;128;0;0;0;31;17;253;68;64;24;253;254;254;254;144;0;10;64;0;15;252;251;0;0;0;0
0;253;128;64;128;128;64;0;198;0;0;253;6;19;0;0;6;100;2;34;226;34;162;83;0;0;0;30;4;226;0;251;127;83;0;34;128;0;0;0;30;17;253;68;64;24;253;254;254;254;144;0;10;64;0;248;251;251;0;0;0;0
0;253;128;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;34;226;51;162;83;0;0;0;29;4;58;0;251;127;51;0;34;128;0;0;192;0;17;253;36;64;24;253;254;254;254;176;0;138;64;0;248;252;251;132;0;0;0
0;253;128;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;66;194;83;194;51;0;0;0;28;4;147;0;251;127;51;0;66;128;0;0;192;1;17;253;36;64;24;253;254;254;254;144;0;138;64;0;248;251;251;0;0;0;0
0;253;128;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;66;194;83;194;51;0;0;0;27;4;237;0;251;127;51;0;66;128;0;0;192;0;17;253;36;64;24;253;254;254;254;144;0;138;64;0;248;251;251;0;0;0;0
0;253;128;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;98;162;130;226;19;0;0;0;26;4;73;0;251;127;51;0;98;128;0;0;192;1;17;253;36;64;24;253;254;254;254;144;0;138;64;0;248;251;251;0;0;0;0
0;253;128;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;98;162;130;226;19;0;0;0;25;4;165;0;251;127;51;0;98;128;0;0;192;0;17;253;36;64;24;253;254;254;254;144;0;138;64;0;248;251;251;0;0;0;0
0;253;64;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;98;130;162;226;243;0;0;0;24;4;2;0;252;127;51;0;98;128;0;0;192;1;17;253;36;64;24;253;254;254;254;144;0;138;64;0;15;251;251;0;0;0;0
0;253;64;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;98;130;162;226;243;0;0;0;23;4;96;0;252;127;51;0;98;128;0;0;192;0;17;253;36;64;24;253;254;254;254;144;0;138;64;0;15;251;251;0;0;0;0
0;253;64;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;66;83;194;194;211;0;0;0;22;4;191;0;252;127;51;0;66;128;0;0;192;1;17;253;36;64;24;253;254;254;254;144;0;138;64;0;15;251;251;0;0;0;0
0;253;64;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;66;83;194;194;211;0;0;0;21;4;33;0;252;127;51;0;66;128;0;0;192;0;17;253;36;64;24;253;254;254;254;144;0;9;64;0;15;251;251;0;0;0;0
0;253;64;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;34;51;226;162;179;0;0;0;20;4;129;0;252;127;51;0;34;128;0;0;192;7;17;253;36;64;24;253;254;254;254;144;0;9;64;0;15;251;251;0;0;0;0
0;253;64;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;34;51;226;162;179;0;0;0;19;4;227;0;252;127;19;0;34;128;0;0;192;6;17;253;4;64;24;253;254;254;254;144;0;9;64;0;15;252;251;0;0;0;0
0;253;64;64;128;128;64;0;198;0;0;253;6;49;0;0;6;100;2;2;19;2;130;147;0;0;0;18;4;71;0;252;127;19;0;2;128;0;0;192;5;17;253;4;64;24;253;254;254;254;144;0;9;64;0;15;251;251;0;0;0;0
